ID,IUPAC,SMILES,IE(%),Category,Concentration_mM,BaseMaterial,Temperature(K),Method,Aggressive Component,MolWt,Scaffold,Scaffold_Freq
287,"N1-(2-morpholinoethyl)-N1,N3-bis(pyridine-2-ylmethyl)propane-1,3-diamine(RSB)",c1ccc(CNCCCN(CCN2CCCCC2)Cc2ccccn2)nc1,86.0,Pyridines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,367.541,c1ccc(CNCCCN(CCN2CCCCC2)Cc2ccccn2)nc1,1
105,thiabendazole(TBZ),c1ccc2[nH]c(-c3cscn3)nc2c1,86.1,Benzimidazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,201.254,c1ccc2[nH]c(-c3cscn3)nc2c1,1
38,"(E,E)-N,N0-dibenzo[b,d]thiene-2,8-diylbis[1-(thiophen-2-yl)methanimine](SB)",C(=N/c1ccc2sc3ccc(/N=C/c4cccs4)cc3c2c1)\c1cccs1,86.4,Thiophenes,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,402.569,C(=N/c1ccc2sc3ccc(/N=C/c4cccs4)cc3c2c1)\c1cccs1,1
280,"2-Amino-4-phenyl-2H-pyrano[3,2-h]quinolin-3-carbonitrile(QP-H)",N#CC1=C(c2ccccc2)c2ccc3cccnc3c2OC1N,91.1,Quinolines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,299.333,C1=C(c2ccccc2)c2ccc3cccnc3c2OC1,1
57,1-(3-phenoxypropyl)pyridazin-1-iumbromide,[Br-].c1ccc(OCCC[n+]2ccccn2)cc1,91.03,pyridazines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,295.18,c1ccc(OCCC[n+]2ccccn2)cc1,1
36,1-(2-(4-chlorophenyl)-2-oxoethyl)pyridaziniumbromide,O=C(C[n+]1ccccn1)c1ccc(Cl)cc1.[Br-],91.0,Pyridines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,313.582,O=C(C[n+]1ccccn1)c1ccccc1,1
281,3-(2-methoxyphenyl)-isoxazole-carvone(MIC),COc1ccccc1C1=NOC(C)([C@@H]2CC=C(C)C(=O)C2)C1,93.28,Isoxazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,299.37,O=C1C=CC[C@@H](C2CC(c3ccccc3)=NO2)C1,1
248,"11-methyl-11-phenyl-2,3,4,10,11,11a-hexahydro-1H-dibenzo[b,e][1,4]diazepine(TVBO).",CC1(c2ccccc2)Nc2ccccc2N=C2CCCCC21,93.3,Benzodiazepines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,290.41,c1ccc(C2Nc3ccccc3N=C3CCCCC32)cc1,1
103,"1,2,4-triazolederivative,namely5-hexylsulfanyl-1,2,4-triazole(HST)",CCCCCCSc1ncn[nH]1,91.0,Triazole,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,185.296,c1nc[nH]n1,1
259,"5-((thiophen-2-yl)methyleneamino)-2H-1,2,4-triazole-3-thiol(TMT)",Sc1nc(/N=C/c2cccs2)n[nH]1,87.0,Triazole,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,210.287,C(=N/c1nc[nH]n1)\c1cccs1,1
283,7-((4-benzylpiperazin-1-yl)methyl)quinolin-8-ol(BPMQ),Oc1c(CN2CCN(Cc3ccccc3)CC2)ccc2cccnc12,93.6,Quinolines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,333.435,c1ccc(CN2CCN(Cc3ccc4cccnc4c3)CC2)cc1,1
43,1-((8-hydroxyquinolin-5-yl)methyl)-3-(prop?1-en-2-yl)-1H-benzimidazol-2(3H)-one(HMPB),C=C(C)n1c(=O)n(Cc2ccc(O)c3ncccc23)c2ccccc21,93.6,Quinolines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,331.375,O=c1[nH]c2ccccc2n1Cc1cccc2ncccc12,1
191,5-(chloromethyl)-8-quinolinolhydrochloride,Oc1ccc(CCl)c2ccc[nH+]c12.[Cl-],91.0,Quinolines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,230.094,c1ccc2[nH+]cccc2c1,1
236,hexaglycidylNphenylaminopropoxy-N.N.N-triphenylpropane-1.3-diamine(ERH),CSc1scc(C)[n+]1-c1ccccc1.[I-],93.86,Epoxy,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,349.262,c1ccc(-[n+]2ccsc2)cc1,1
216,"1,2-Bis-(2-benzimidazolyl)ethylene",c1ccc2[nH]c(CCc3nc4ccccc4[nH]3)nc2c1,94.0,Dibenzimidazole,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,262.316,c1ccc2[nH]c(CCc3nc4ccccc4[nH]3)nc2c1,1
100,2-aryl-benzothiazin-3-one,O=C1Nc2ccccc2SC1c1ccc(Cl)cc1,94.0,Benzimidazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,275.76,O=C1Nc2ccccc2SC1c1ccccc1,1
222,"1,2-bis(benzothiazolyl)ethylene(BBTE)",c1ccc2sc(CCc3nc4ccccc4s3)nc2c1,91.0,Dibenzothiazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,296.42,c1ccc2sc(CCc3nc4ccccc4s3)nc2c1,1
284,"N,N,1-tri(oxiran-2-ylmethoxy)-5-((oxiran-2-ylmethoxy)thio)-1H-1,2,4-triazol-3-amine(TTA)",C1OC1CSc1nc(N(CC2CO2)CC2CO2)nn1CC1CO1,90.8,Epoxy,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,340.405,C1OC1CSc1nc(N(CC2CO2)CC2CO2)nn1CC1CO1,1
21,5-((benzyloxy)methyl)quinolin-8-ol(BMQ),Oc1ccc(COCc2ccccc2)c2cccnc12,94.2,Quinolines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,265.312,c1ccc(COCc2cccc3ncccc23)cc1,1
149,4-phenylthiazole-2-amine(PTA),Cc1nc(-c2ccccc2)cs1,90.3,Thiazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,175.256,c1ccc(-c2cscn2)cc1,1
278,"ethyl2-(3-methyl-2-oxo-1,2-dihydroquinixalin-1-yl)acetate(EMOqA)",CCOC(=O)Cn1c(=O)c(C)nc2ccccc21,86.7,Ethyl acetate,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,246.266,O=c1cnc2ccccc2[nH]1,1
239,"1,4-di(1H-imidazo[4,5-f][1,10]phenanthrolin-2-yl)benzene(DIPB)",c1cnc2c(c1)c1nc(-c3ccc(-c4nc5c6cccnc6c6ncccc6c5[nH]4)cc3)[nH]c1c1cccnc12,90.3,Imidazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,514.552,c1cnc2c(c1)c1nc(-c3ccc(-c4nc5c6cccnc6c6ncccc6c5[nH]4)cc3)[nH]c1c1cccnc12,1
1,"(1-(pyridin-4-ylmethyl)-1H-1,2,3-triazole-4-yl)methanol(PTM)",OCc1cn(Cc2ccncc2)nn1,90.2,Triazole,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,190.206,c1cc(Cn2ccnn2)ccn1,1
88,N-((8-hydroxyquinolin-5-yl)methyl)-4-phenylpiperazine-1-carbothioamide,Oc1ccc(CNC(=S)N2CCN(c3ccccc3)CC2)c2cccnc12,93.5,Quinolines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,378.501,S=C(NCc1cccc2ncccc12)N1CCN(c2ccccc2)CC1,1
